0,IPS,14,1,liz_rhap10.mid,0
1,N,6,94,92,0
1,N,6,95,93,0
1,N,6,96,94,0
1,N,6,97,95,0
1,N,6,98,96,0
1,N,6,99,97,0
1,N,6,100,98,0
1,N,6,101,99,0
1,N,6,102,100,0
1,N,6,103,101,0
1,N,6,104,102,0
1,N,6,105,103,0
1,N,6,106,104,0
1,N,6,107,105,0
1,N,6,108,106,0
1,N,6,109,107,0
1,N,6,110,108,0
1,N,6,111,109,0
1,N,6,112,110,0
1,N,6,113,111,0
1,N,6,114,112,0
1,N,6,115,113,0
1,N,6,116,114,0
1,N,6,117,115,0
1,N,6,118,116,0
1,N,6,119,117,0
1,N,6,120,118,0
1,N,6,121,119,0
1,N,6,122,120,0
1,N,6,123,121,0
1,N,6,124,122,0
1,N,6,125,123,0
1,N,6,126,124,0
1,N,6,127,125,0
1,N,6,128,126,0
1,N,6,129,127,0
1,N,7,1,-1,1
1,N,7,2,0,0
1,N,7,3,1,0
1,N,7,4,2,0
1,N,7,5,3,0
1,N,7,6,4,0
1,N,7,7,5,0
1,N,7,8,6,0
1,N,7,9,7,0
1,N,7,10,8,0
1,N,7,11,9,0
1,N,7,12,10,0
1,N,7,13,11,0
1,N,7,14,12,0
1,N,7,15,13,0
1,N,7,16,14,0
1,N,7,17,15,0
1,N,7,18,16,0
1,N,7,19,17,0
1,N,7,20,18,0
1,N,7,21,19,0
1,N,7,22,20,0
1,N,7,23,21,0
1,N,7,24,22,0
1,N,7,25,23,0
1,N,7,26,24,0
1,N,7,27,25,0
1,N,7,28,26,0
1,N,7,29,27,0
1,N,7,30,28,0
1,N,7,31,29,0
1,N,7,32,30,0
1,N,7,33,31,0
1,N,7,34,32,0
1,N,7,35,33,0
1,N,7,36,34,0
1,N,7,37,35,0
1,N,7,38,36,0
1,N,7,39,37,0
1,N,7,40,38,0
1,N,7,41,39,0
1,N,7,42,40,0
1,N,7,43,41,0
1,N,7,44,42,0
1,N,7,45,43,0
1,N,7,46,44,0
1,N,7,47,45,0
1,N,7,48,46,0
1,N,7,49,47,0
1,N,7,50,48,0
1,N,7,51,49,1
1,N,7,52,50,0
1,N,7,53,51,0
1,N,7,54,52,0
1,N,7,55,53,0
1,N,7,56,54,0
1,N,7,57,55,0
1,N,7,58,56,1
1,N,7,59,57,1
1,N,7,60,58,0
1,N,7,61,59,1
1,N,7,62,60,0
1,N,7,63,61,0
1,N,7,64,62,0
1,N,7,65,63,0
1,N,7,66,64,1
1,N,7,67,65,0
1,N,7,68,66,0
1,N,7,69,67,1
1,N,7,70,68,1
1,N,7,71,69,1
1,N,7,72,70,0
1,N,7,73,71,1
1,N,7,74,72,0
1,N,7,75,73,0
1,N,7,76,74,0
1,N,7,77,75,1
1,N,7,78,76,1
1,N,7,79,77,0
1,N,7,80,78,0
1,N,7,81,79,0
1,N,7,82,80,0
1,N,7,83,81,0
1,N,7,84,82,0
1,N,7,85,83,0
1,N,7,86,84,0
1,N,7,87,85,0
1,N,7,88,86,0
1,N,7,89,87,0
1,N,7,90,88,0
1,N,7,91,89,0
1,N,7,92,90,0
1,N,7,93,91,0
1,N,7,94,92,0
1,N,7,95,93,0
1,N,7,96,94,0
1,N,7,97,95,0
1,N,7,98,96,0
1,N,7,99,97,0
1,N,7,100,98,0
1,N,7,101,99,0
1,N,7,102,100,0
1,N,7,103,101,0
1,N,7,104,102,0
1,N,7,105,103,0
1,N,7,106,104,0
1,N,7,107,105,0
1,N,7,108,106,0
1,N,7,109,107,0
1,N,7,110,108,0
1,N,7,111,109,0
1,N,7,112,110,0
1,N,7,113,111,0
1,N,7,114,112,0
1,N,7,115,113,0
1,N,7,116,114,0
1,N,7,117,115,0
1,N,7,118,116,0
1,N,7,119,117,0
1,N,7,120,118,0
1,N,7,121,119,0
1,N,7,122,120,0
1,N,7,123,121,0
1,N,7,124,122,0
1,N,7,125,123,0
1,N,7,126,124,0
1,N,7,127,125,0
1,N,7,128,126,0
1,N,7,129,127,0
1,N,8,1,-1,1
1,N,8,2,0,0
1,N,8,3,1,0
1,N,8,4,2,0
1,N,8,5,3,0
1,N,8,6,4,0
1,N,8,7,5,0
1,N,8,8,6,0
1,N,8,9,7,0
1,N,8,10,8,0
1,N,8,11,9,0
1,N,8,12,10,0
1,N,8,13,11,0
1,N,8,14,12,0
1,N,8,15,13,0
1,N,8,16,14,0
1,N,8,17,15,0
1,N,8,18,16,0
1,N,8,19,17,0
1,N,8,20,18,0
1,N,8,21,19,0
1,N,8,22,20,0
1,N,8,23,21,0
1,N,8,24,22,0
1,N,8,25,23,0
1,N,8,26,24,0
1,N,8,27,25,0
1,N,8,28,26,0
1,N,8,29,27,0
1,N,8,30,28,0
1,N,8,31,29,0
1,N,8,32,30,0
1,N,8,33,31,0
1,N,8,34,32,0
1,N,8,35,33,0
1,N,8,36,34,0
1,N,8,37,35,0
1,N,8,38,36,0
1,N,8,39,37,0
1,N,8,40,38,0
1,N,8,41,39,0
1,N,8,42,40,0
1,N,8,43,41,0
1,N,8,44,42,0
1,N,8,45,43,0
1,N,8,46,44,0
1,N,8,47,45,0
1,N,8,48,46,1
1,N,8,49,47,0
1,N,8,50,48,0
1,N,8,51,49,0
1,N,8,52,50,0
1,N,8,53,51,0
1,N,8,54,52,0
1,N,8,55,53,0
1,N,8,56,54,0
1,N,8,57,55,0
1,N,8,58,56,0
1,N,8,59,57,1
1,N,8,60,58,0
1,N,8,61,59,0
1,N,8,62,60,0
1,N,8,63,61,1
1,N,8,64,62,0
1,N,8,65,63,1
1,N,8,66,64,1
1,N,8,67,65,0
1,N,8,68,66,1
1,N,8,69,67,0
1,N,8,70,68,1
1,N,8,71,69,1
1,N,8,72,70,1
1,N,8,73,71,0
1,N,8,74,72,0
1,N,8,75,73,0
1,N,8,76,74,0
1,N,8,77,75,1
1,N,8,78,76,0
1,N,8,79,77,0
1,N,8,80,78,0
1,N,8,81,79,0
1,N,8,82,80,1
1,N,8,83,81,0
1,N,8,84,82,0
1,N,8,85,83,0
1,N,8,86,84,0
1,N,8,87,85,0
1,N,8,88,86,0
1,N,8,89,87,0
1,N,8,90,88,0
1,N,8,91,89,0
1,N,8,92,90,0
1,N,8,93,91,0
1,N,8,94,92,0
1,N,8,95,93,0
1,N,8,96,94,0
1,N,8,97,95,0
1,N,8,98,96,0
1,N,8,99,97,0
1,N,8,100,98,0
1,N,8,101,99,1
1,N,8,102,100,0
1,N,8,103,101,0
1,N,8,104,102,0
1,N,8,105,103,0
1,N,8,106,104,0
1,N,8,107,105,0
1,N,8,108,106,0
1,N,8,109,107,0
1,N,8,110,108,0
1,N,8,111,109,0
1,N,8,112,110,0
1,N,8,113,111,0
1,N,8,114,112,0
1,N,8,115,113,0
1,N,8,116,114,0
1,N,8,117,115,0
1,N,8,118,116,0
1,N,8,119,117,0
1,N,8,120,118,0
1,N,8,121,119,0
1,N,8,122,120,0
1,N,8,123,121,0
1,N,8,124,122,0
1,N,8,125,123,0
1,N,8,126,124,0
1,N,8,127,125,0
1,N,8,128,126,0
1,N,8,129,127,0
1,N,9,1,-1,1
1,N,9,2,0,0
1,N,9,3,1,0
1,N,9,4,2,0
1,N,9,5,3,0
1,N,9,6,4,0
1,N,9,7,5,0
1,N,9,8,6,0
1,N,9,9,7,0
1,N,9,10,8,0
1,N,9,11,9,0
1,N,9,12,10,0
1,N,9,13,11,0
1,N,9,14,12,0
1,N,9,15,13,0
1,N,9,16,14,0
1,N,9,17,15,0
1,N,9,18,16,0
1,N,9,19,17,0
1,N,9,20,18,0
1,N,9,21,19,0
1,N,9,22,20,0
1,N,9,23,21,0
1,N,9,24,22,0
1,N,9,25,23,0
1,N,9,26,24,0
1,N,9,27,25,0
1,N,9,28,26,0
1,N,9,29,27,0
1,N,9,30,28,0
1,N,9,31,29,0
1,N,9,32,30,0
1,N,9,33,31,0
1,N,9,34,32,0
1,N,9,35,33,0
1,N,9,36,34,0
1,N,9,37,35,0
1,N,9,38,36,0
1,N,9,39,37,0
1,N,9,40,38,0
1,N,9,41,39,0
1,N,9,42,40,0
1,N,9,43,41,0
1,N,9,44,42,0
1,N,9,45,43,0
1,N,9,46,44,0
1,N,9,47,45,0
1,N,9,48,46,0
1,N,9,49,47,0
1,N,9,50,48,0
1,N,9,51,49,1
1,N,9,52,50,0
1,N,9,53,51,0
1,N,9,54,52,0
1,N,9,55,53,0
1,N,9,56,54,0
1,N,9,57,55,0
1,N,9,58,56,0
1,N,9,59,57,0
1,N,9,60,58,1
1,N,9,61,59,1
1,N,9,62,60,1
1,N,9,63,61,0
1,N,9,64,62,0
1,N,9,65,63,0
1,N,9,66,64,1
1,N,9,67,65,0
1,N,9,68,66,0
1,N,9,69,67,0
1,N,9,70,68,1
1,N,9,71,69,1
1,N,9,72,70,1
1,N,9,73,71,0
1,N,9,74,72,0
1,N,9,75,73,0
1,N,9,76,74,1
1,N,9,77,75,0
1,N,9,78,76,0
1,N,9,79,77,0
1,N,9,80,78,0
1,N,9,81,79,0
1,N,9,82,80,0
1,N,9,83,81,1
1,N,9,84,82,0
1,N,9,85,83,0
1,N,9,86,84,0
1,N,9,87,85,0
1,N,9,88,86,0
1,N,9,89,87,0
1,N,9,90,88,0
1,N,9,91,89,0
1,N,9,92,90,0
1,N,9,93,91,0
1,N,9,94,92,0
1,N,9,95,93,0
1,N,9,96,94,0
1,N,9,97,95,0
1,N,9,98,96,0
1,N,9,99,97,0
1,N,9,100,98,0
1,N,9,101,99,0
1,N,9,102,100,0
