pre,post,weight
1_I_66_1,1_N_1_74,0.6
1_V_7_1,1_N_1_74,0.6
1_I_67_1,1_N_1_74,0.6
1_I_122_1,1_N_1_74,0.6
1_V_9_1,1_N_1_74,0.6
1_I_123_1,1_N_1_74,0.6
1_I_130_1,1_N_1_74,0.6
1_I_135_1,1_N_1_74,0.6
1_I_178_1,1_N_1_74,0.6
1_V_14_1,1_N_1_74,0.6
1_I_179_1,1_N_1_74,0.6
1_I_180_1,1_N_1_74,0.6
1_I_237_1,1_N_1_74,0.6
1_V_18_1,1_N_1_74,0.6
1_I_21_1,1_N_1_75,0.6
1_V_4_1,1_N_1_75,0.6
1_I_52_1,1_N_1_75,0.6
1_V_5_1,1_N_1_75,0.6
1_I_228_1,1_N_1_75,0.6
1_V_18_1,1_N_1_75,0.6
1_I_273_1,1_N_1_75,0.6
1_V_22_1,1_N_1_75,0.6
1_I_329_1,1_N_1_75,0.6
1_V_25_1,1_N_1_75,0.6
1_I_184_1,1_N_1_76,0.6
1_V_14_1,1_N_1_76,0.6
1_I_266_1,1_N_1_76,0.6
1_V_22_1,1_N_1_76,0.6
1_I_272_1,1_N_1_76,0.6
1_I_323_1,1_N_1_76,0.6
1_V_25_1,1_N_1_76,0.6
1_I_331_1,1_N_1_76,0.6
1_I_257_1,1_N_1_77,0.6
1_V_20_1,1_N_1_77,0.6
1_I_262_1,1_N_1_77,0.6
1_V_21_1,1_N_1_77,0.6
1_I_325_1,1_N_1_77,0.6
1_V_25_1,1_N_1_77,0.6
1_I_69_1,1_N_1_78,0.6
1_V_7_1,1_N_1_78,0.6
1_I_72_1,1_N_1_78,0.6
1_I_124_1,1_N_1_78,0.6
1_V_9_1,1_N_1_78,0.6
1_I_142_1,1_N_1_78,0.6
1_V_10_1,1_N_1_78,0.6
1_I_157_1,1_N_1_78,0.6
1_V_13_1,1_N_1_78,0.6
1_I_174_1,1_N_1_78,0.6
1_V_14_1,1_N_1_78,0.6
1_I_227_1,1_N_1_78,0.6
1_V_18_1,1_N_1_78,0.6
1_I_12_1,1_N_1_79,0.6
1_V_1_1,1_N_1_79,0.6
1_I_80_1,1_N_1_79,0.6
1_V_8_1,1_N_1_79,0.6
1_I_87_1,1_N_1_79,0.6
1_I_186_1,1_N_1_79,0.6
1_V_14_1,1_N_1_79,0.6
1_I_236_1,1_N_1_79,0.6
1_V_18_1,1_N_1_79,0.6
1_I_76_1,1_N_1_80,0.6
1_V_8_1,1_N_1_80,0.6
1_I_156_1,1_N_1_80,0.6
1_V_13_1,1_N_1_80,0.6
1_I_4_1,1_N_1_81,0.6
1_V_1_1,1_N_1_81,0.6
1_I_64_1,1_N_1_81,0.6
1_V_6_1,1_N_1_81,0.6
1_I_128_1,1_N_1_81,0.6
1_V_9_1,1_N_1_81,0.6
1_I_225_1,1_N_1_81,0.6
1_V_18_1,1_N_1_81,0.6
1_I_258_1,1_N_1_81,0.6
1_V_20_1,1_N_1_81,0.6
1_I_282_1,1_N_1_81,0.6
1_V_22_1,1_N_1_81,0.6
1_I_290_1,1_N_1_82,0.6
1_V_22_1,1_N_1_82,0.6
1_I_170_1,1_N_1_83,0.6
1_V_14_1,1_N_1_83,0.6
1_I_261_1,1_N_1_83,0.6
1_V_21_1,1_N_1_83,0.6
1_I_143_1,1_N_1_84,0.6
1_V_10_1,1_N_1_84,0.6
1_I_221_1,1_N_1_84,0.6
1_V_17_1,1_N_1_84,0.6
1_I_280_1,1_N_1_84,0.6
1_V_22_1,1_N_1_84,0.6
1_I_285_1,1_N_1_85,0.6
1_V_22_1,1_N_1_85,0.6
1_I_99_1,1_N_1_92,0.6
1_V_8_1,1_N_1_92,0.6
1_I_28_1,1_N_1_94,0.6
1_V_4_1,1_N_1_94,0.6
1_N_1_54,1_N_2_1,5.366187619
1_N_1_57,1_N_2_1,5.366187619
1_N_1_62,1_N_2_1,5.366187619
1_N_1_65,1_N_2_1,5.366187619
1_N_1_67,1_N_2_1,5.366187619
1_N_1_68,1_N_2_1,10.73237524
1_N_1_69,1_N_2_1,5.366187619
1_N_1_73,1_N_2_1,5.366187619
1_N_1_74,1_N_2_1,10.73237524
1_N_1_77,1_N_2_1,5.366187619
1_N_1_78,1_N_2_1,10.73237524
1_N_1_81,1_N_2_1,10.73237524
1_N_1_84,1_N_2_1,5.366187619
1_N_1_94,1_N_2_1,5.366187619
1_I_3_1,1_N_2_1,0.6
1_V_1_1,1_N_2_1,0.6
1_I_4_1,1_N_2_1,0.6
1_I_28_1,1_N_2_1,0.6
1_V_4_1,1_N_2_1,0.6
1_I_29_1,1_N_2_1,0.6
1_I_48_1,1_N_2_1,0.6
1_V_5_1,1_N_2_1,0.6
1_I_59_1,1_N_2_1,0.6
1_V_6_1,1_N_2_1,0.6
1_I_66_1,1_N_2_1,0.6
1_V_7_1,1_N_2_1,0.6
1_I_116_1,1_N_2_1,0.6
1_V_8_1,1_N_2_1,0.6
1_I_118_1,1_N_2_1,0.6
1_I_127_1,1_N_2_1,0.6
1_V_9_1,1_N_2_1,0.6
1_I_142_1,1_N_2_1,0.6
1_V_10_1,1_N_2_1,0.6
1_I_157_1,1_N_2_1,0.6
1_V_13_1,1_N_2_1,0.6
1_I_221_1,1_N_2_1,0.6
1_V_17_1,1_N_2_1,0.6
1_I_222_1,1_N_2_1,0.6
1_V_18_1,1_N_2_1,0.6
1_I_225_1,1_N_2_1,0.6
1_I_250_1,1_N_2_1,0.6
1_V_19_1,1_N_2_1,0.6
1_I_253_1,1_N_2_1,0.6
1_V_20_1,1_N_2_1,0.6
1_I_257_1,1_N_2_1,0.6
1_N_1_1,1_N_2_46,5.366187619
1_I_41_1,1_N_2_46,0.6
1_V_4_1,1_N_2_46,0.6
1_N_1_1,1_N_2_48,16.09856286
1_I_191_1,1_N_2_48,0.6
1_V_15_1,1_N_2_48,0.6
1_I_202_1,1_N_2_48,0.6
1_I_204_1,1_N_2_48,0.6
1_N_1_47,1_N_2_49,5.366187619
1_N_1_49,1_N_2_49,5.366187619
1_I_203_1,1_N_2_49,0.6
1_V_15_1,1_N_2_49,0.6
1_I_318_1,1_N_2_49,0.6
1_V_23_1,1_N_2_49,0.6
1_N_1_1,1_N_2_50,5.366187619
1_I_46_1,1_N_2_50,0.6
1_V_4_1,1_N_2_50,0.6
1_N_1_1,1_N_2_51,5.366187619
1_I_53_1,1_N_2_51,0.6
1_V_5_1,1_N_2_51,0.6
1_N_1_1,1_N_2_52,16.09856286
1_I_68_1,1_N_2_52,0.6
1_V_7_1,1_N_2_52,0.6
1_I_167_1,1_N_2_52,0.6
1_V_13_1,1_N_2_52,0.6
1_I_311_1,1_N_2_52,0.6
1_V_23_1,1_N_2_52,0.6
1_N_1_1,1_N_2_53,10.73237524
1_N_1_50,1_N_2_53,5.366187619
1_N_1_63,1_N_2_53,5.366187619
1_I_88_1,1_N_2_53,0.6
1_V_8_1,1_N_2_53,0.6
1_I_101_1,1_N_2_53,0.6
1_I_246_1,1_N_2_53,0.6
1_V_19_1,1_N_2_53,0.6
1_I_259_1,1_N_2_53,0.6
1_V_20_1,1_N_2_53,0.6
1_N_1_1,1_N_2_54,5.366187619
1_I_45_1,1_N_2_54,0.6
1_V_4_1,1_N_2_54,0.6
1_N_1_1,1_N_2_56,5.366187619
1_N_1_70,1_N_2_56,5.366187619
1_I_51_1,1_N_2_56,0.6
1_V_5_1,1_N_2_56,0.6
1_I_245_1,1_N_2_56,0.6
1_V_19_1,1_N_2_56,0.6
1_N_1_1,1_N_2_57,26.83093809
1_N_1_53,1_N_2_57,5.366187619
1_I_36_1,1_N_2_57,0.6
1_V_4_1,1_N_2_57,0.6
1_I_104_1,1_N_2_57,0.6
1_V_8_1,1_N_2_57,0.6
1_I_139_1,1_N_2_57,0.6
1_V_10_1,1_N_2_57,0.6
1_I_140_1,1_N_2_57,0.6
1_I_268_1,1_N_2_57,0.6
1_V_22_1,1_N_2_57,0.6
1_I_313_1,1_N_2_57,0.6
1_V_23_1,1_N_2_57,0.6
1_N_1_1,1_N_2_59,26.83093809
1_N_1_60,1_N_2_59,10.73237524
1_I_2_1,1_N_2_59,0.6
1_V_1_1,1_N_2_59,0.6
1_I_14_1,1_N_2_59,0.6
1_I_121_1,1_N_2_59,0.6
1_V_8_1,1_N_2_59,0.6
1_I_148_1,1_N_2_59,0.6
1_V_11_1,1_N_2_59,0.6
1_I_169_1,1_N_2_59,0.6
1_V_14_1,1_N_2_59,0.6
1_I_260_1,1_N_2_59,0.6
1_V_20_1,1_N_2_59,0.6
1_I_309_1,1_N_2_59,0.6
1_V_23_1,1_N_2_59,0.6
1_N_1_1,1_N_2_60,26.83093809
1_N_1_53,1_N_2_60,5.366187619
1_N_1_55,1_N_2_60,5.366187619
1_N_1_60,1_N_2_60,5.366187619
1_N_1_62,1_N_2_60,5.366187619
1_N_1_65,1_N_2_60,5.366187619
1_I_18_1,1_N_2_60,0.6
1_V_3_1,1_N_2_60,0.6
1_I_26_1,1_N_2_60,0.6
1_V_4_1,1_N_2_60,0.6
1_I_32_1,1_N_2_60,0.6
1_I_43_1,1_N_2_60,0.6
1_I_79_1,1_N_2_60,0.6
1_V_8_1,1_N_2_60,0.6
1_I_114_1,1_N_2_60,0.6
1_I_115_1,1_N_2_60,0.6
1_I_248_1,1_N_2_60,0.6
1_V_19_1,1_N_2_60,0.6
1_I_278_1,1_N_2_60,0.6
1_V_22_1,1_N_2_60,0.6
1_I_284_1,1_N_2_60,0.6
1_N_1_1,1_N_2_61,16.09856286
1_N_1_61,1_N_2_61,5.366187619
1_I_92_1,1_N_2_61,0.6
1_V_8_1,1_N_2_61,0.6
1_I_97_1,1_N_2_61,0.6
1_I_164_1,1_N_2_61,0.6
1_V_13_1,1_N_2_61,0.6
1_I_214_1,1_N_2_61,0.6
1_V_16_1,1_N_2_61,0.6
1_N_1_1,1_N_2_62,37.56331333
1_N_1_62,1_N_2_62,5.366187619
1_I_19_1,1_N_2_62,0.6
1_V_4_1,1_N_2_62,0.6
1_I_31_1,1_N_2_62,0.6
1_I_58_1,1_N_2_62,0.6
1_V_6_1,1_N_2_62,0.6
1_I_74_1,1_N_2_62,0.6
1_V_8_1,1_N_2_62,0.6
1_I_82_1,1_N_2_62,0.6
1_I_173_1,1_N_2_62,0.6
1_V_14_1,1_N_2_62,0.6
1_I_287_1,1_N_2_62,0.6
1_V_22_1,1_N_2_62,0.6
1_I_306_1,1_N_2_62,0.6
1_V_23_1,1_N_2_62,0.6
1_N_1_1,1_N_2_63,21.46475047
1_N_1_59,1_N_2_63,5.366187619
1_N_1_62,1_N_2_63,5.366187619
1_N_1_75,1_N_2_63,5.366187619
1_I_8_1,1_N_2_63,0.6
1_V_1_1,1_N_2_63,0.6
1_I_24_1,1_N_2_63,0.6
1_V_4_1,1_N_2_63,0.6
1_I_52_1,1_N_2_63,0.6
1_V_5_1,1_N_2_63,0.6
1_I_83_1,1_N_2_63,0.6
1_V_8_1,1_N_2_63,0.6
1_I_201_1,1_N_2_63,0.6
1_V_15_1,1_N_2_63,0.6
1_I_210_1,1_N_2_63,0.6
1_V_16_1,1_N_2_63,0.6
1_I_244_1,1_N_2_63,0.6
1_V_19_1,1_N_2_63,0.6
1_N_1_1,1_N_2_64,53.66187619
1_N_1_67,1_N_2_64,5.366187619
1_N_1_68,1_N_2_64,5.366187619
1_N_1_69,1_N_2_64,5.366187619
1_N_1_76,1_N_2_64,5.366187619
1_I_11_1,1_N_2_64,0.6
1_V_1_1,1_N_2_64,0.6
1_I_34_1,1_N_2_64,0.6
1_V_4_1,1_N_2_64,0.6
1_I_91_1,1_N_2_64,0.6
1_V_8_1,1_N_2_64,0.6
1_I_132_1,1_N_2_64,0.6
1_V_9_1,1_N_2_64,0.6
1_I_154_1,1_N_2_64,0.6
1_V_13_1,1_N_2_64,0.6
1_I_168_1,1_N_2_64,0.6
1_I_190_1,1_N_2_64,0.6
1_V_15_1,1_N_2_64,0.6
1_I_211_1,1_N_2_64,0.6
1_V_16_1,1_N_2_64,0.6
1_I_219_1,1_N_2_64,0.6
1_I_302_1,1_N_2_64,0.6
1_V_23_1,1_N_2_64,0.6
1_I_314_1,1_N_2_64,0.6
1_I_316_1,1_N_2_64,0.6
1_I_326_1,1_N_2_64,0.6
1_V_25_1,1_N_2_64,0.6
1_I_331_1,1_N_2_64,0.6
1_N_1_1,1_N_2_65,42.92950095
1_N_1_62,1_N_2_65,5.366187619
1_N_1_74,1_N_2_65,5.366187619
1_I_16_1,1_N_2_65,0.6
1_V_2_1,1_N_2_65,0.6
1_I_159_1,1_N_2_65,0.6
1_V_13_1,1_N_2_65,0.6
1_I_175_1,1_N_2_65,0.6
1_V_14_1,1_N_2_65,0.6
1_I_192_1,1_N_2_65,0.6
1_V_15_1,1_N_2_65,0.6
1_I_200_1,1_N_2_65,0.6
1_I_212_1,1_N_2_65,0.6
1_V_16_1,1_N_2_65,0.6
1_I_254_1,1_N_2_65,0.6
1_V_20_1,1_N_2_65,0.6
1_I_271_1,1_N_2_65,0.6
1_V_22_1,1_N_2_65,0.6
1_I_297_1,1_N_2_65,0.6
1_V_23_1,1_N_2_65,0.6
1_I_322_1,1_N_2_65,0.6
1_V_25_1,1_N_2_65,0.6
1_N_1_1,1_N_2_66,53.66187619
1_N_1_63,1_N_2_66,5.366187619
